Title,Link,Snippet,Date Published,Keyword,Country,Date From,Date To,cosine_similarity,total_sum
Policy Forum,https://www.jstage.jst.go.jp/article/bst/14/1/14_2020.01043/_pdf,"Dec 31, 2019 ... lies in abundant reserves and proper allocation of ... Law Yearbook of China. Notice of the State ... c.shtml (accessed February 4, 2020) (in Chinese). 24. The ...",,misinformation,China,30/12/19,31/12/19,0.36005226,580
Misaligned Lawmaking,https://scholarship.law.vanderbilt.edu/cgi/viewcontent.cgi?article=2856&context=vlr,"Jan 7, 2020 ... Agreement on Trade Relations Between the United States of America and the People's. Republic of China, China-U.S., July 7, 1979, 31 U.S.T. 4651 (entered into ...",,misinformation,China,6/1/20,7/1/20,0.35524035,581
Misaligned Lawmaking,https://scholarship.law.vanderbilt.edu/cgi/viewcontent.cgi?article=2856&context=vlr,"Jan 7, 2020 ... Agreement on Trade Relations Between the United States of America and the People's. Republic of China, China-U.S., July 7, 1979, 31 U.S.T. 4651 (entered into ...",,misinformation,China,7/1/20,8/1/20,0.35524035,582
Defending Election Integrity in Taiwan,https://www.tca.org.tw/files/Facebook%20Taiwan%20Election%20Report%20ENG.pdf,"Jan 11, 2020 ... Co-led the Industry Code of Practices for Misinformation Self-Regulation. Made political ads transparency tool available in Taiwan. July 2019. Conducted civic ...",,misinformation,China,10/1/20,11/1/20,0.337504,583
Post-regulation effect on factors driving environmental disclosures ...,https://eprints.soas.ac.uk/32120/3/Yekini_Post-regulation_effect_factors_driving_environmental_disclosures.pdf,"Jan 10, 2020 ... The new government regulations in China among other things therefore, placed a lot of pressure on Chinese listed companies to disclose environmental information ...",,misinformation,China,10/1/20,11/1/20,0.34456006,584
Defending Election Integrity in Taiwan,https://www.tca.org.tw/files/Facebook%20Taiwan%20Election%20Report%20ENG.pdf,"Jan 11, 2020 ... Co-led the Industry Code of Practices for Misinformation Self-Regulation. Made political ads transparency tool available in Taiwan. July 2019. Conducted civic ...",,misinformation,China,11/1/20,12/1/20,0.337504,585
"The First Casualty: Truth, Lies and Commercial Opportunism in ...",https://www.jstor.org/stable/43307286,"Jan 11, 2020 ... The First Casualty: Truth , Lies and Commercial ... Yantai treaty port and the nearby areas] let off more fi ... the North China Herald and North China Daily News.",,misinformation,China,11/1/20,12/1/20,0.3443751,586
The Evolution of “Rumor”,https://www.scirp.org/pdf/oalibj_2020011411585447.pdf,"Jan 14, 2020 ... subjective judgment, with some partially real ... lies, deceptiveness, hearsay and the like. In Xunzi ... Zhonghua Book Company, Shanghai,. China, 219. [8] ...",,misinformation,China,13/1/20,14/1/20,0.42235166,587
PROTECTING ELECTORAL INTEGRITY IN THE DIGITAL AGE,https://www.kofiannanfoundation.org/app/uploads/2020/05/85ef4e5d-kaf-kacedda-report_2020_english.pdf,"Jan 20, 2020 ... accessible to citizens, building trust in their judgment, and successfully discrediting egregious examples of disinformation. ... addressed misinformation in five ...",,misinformation,China,19/1/20,20/1/20,0.31251737,588
Propagandization of Relative Gratification: How Chinese State ...,https://www.tandfonline.com/doi/pdf/10.1080/10584609.2023.2207492,"Jan 20, 2020 ... ... China. ABSTRACT. While many previous studies have investigated propaganda in con- nection with misinformation, disinformation, or “fake news” cam- paigns ...",,misinformation,China,19/1/20,20/1/20,0.3013872,589
Global Policy Perspective Report Cyberdiplomacy,https://www.ieeiweb.eu/wp-content/uploads/2020/01/Cyberdiplomacy_enero.pdf,"Jan 20, 2020 ... A constructivist approach to international law, which recognises that the motivation for state and non-state actors to obey international laws lies in a ...",,misinformation,China,19/1/20,20/1/20,0.3276458,590
PROTECTING ELECTORAL INTEGRITY IN THE DIGITAL AGE,https://www.kofiannanfoundation.org/app/uploads/2020/05/85ef4e5d-kaf-kacedda-report_2020_english.pdf,"Jan 20, 2020 ... accessible to citizens, building trust in their judgment, and successfully discrediting egregious examples of disinformation. ... addressed misinformation in five ...",,misinformation,China,20/1/20,21/1/20,0.31251737,591
Propagandization of Relative Gratification: How Chinese State ...,https://www.tandfonline.com/doi/pdf/10.1080/10584609.2023.2207492,"Jan 20, 2020 ... ... China. ABSTRACT. While many previous studies have investigated propaganda in con- nection with misinformation, disinformation, or “fake news” cam- paigns ...",,misinformation,China,20/1/20,21/1/20,0.3013872,592
Global Policy Perspective Report Cyberdiplomacy,https://www.ieeiweb.eu/wp-content/uploads/2020/01/Cyberdiplomacy_enero.pdf,"Jan 20, 2020 ... A constructivist approach to international law, which recognises that the motivation for state and non-state actors to obey international laws lies in a ...",,misinformation,China,20/1/20,21/1/20,0.3276458,593
America's uneven approach to AI and its consequences,https://www2.gwu.edu/~iiep/assets/docs/papers/2020WP/AaronsonIIEP2020-7.pdf,"Jan 28, 2020 ... I argue that while Chinese in- novation may reduce America's lead, it also invigorates American researchers. Trump administration steps that could promote AI as ...",,misinformation,China,28/1/20,29/1/20,0.3069419,594
Case Studies in Population Policy,https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/files/documents/2020/Jan/un_1989_case_studies_in_population_policy_-_china.pdf,"Jan 31, 2020 ... launch publicity campaigns to inform women of their legal rights. ... China Population Newsletter (1985), vol. 2, No. 1 ... defence, science and technology) lies ...",,misinformation,China,31/1/20,1/2/20,0.30785647,595
"The Press, National Security, and Civil Discourse: How a Federal ...",https://scholarship.law.tamu.edu/cgi/viewcontent.cgi?article=1193&context=lawreview,"Feb 2, 2020 ... Finally, this Comment argues that a federal shield law is necessary to combat the re- cent national security concerns raised by “fake news” and thereby reaffirm.",,misinformation,China,1/2/20,2/2/20,0.32862213,596
Tracking Disinformation | IPPR,https://ippr.org.na/wp-content/uploads/2020/02/Tracking-Disinformation-web.pdf,"Feb 1, 2020 ... That access to information be formalised by the enactment and installation of an enforceable legal and regulatory framework;. • That, if social media regulation ...",,misinformation,China,1/2/20,2/2/20,0.35483778,597
"The Press, National Security, and Civil Discourse: How a Federal ...",https://scholarship.law.tamu.edu/cgi/viewcontent.cgi?article=1193&context=lawreview,"Feb 2, 2020 ... Finally, this Comment argues that a federal shield law is necessary to combat the re- cent national security concerns raised by “fake news” and thereby reaffirm.",,misinformation,China,2/2/20,3/2/20,0.32862213,598
"MEDIA FREEDOM, REGULATION AND TRUST",https://rm.coe.int/cyprus-2020-new-media/16809a524f,"Feb 5, 2020 ... embark on regulatory reforms. 1. INTRODUCTION AND OVERVIEW. In response to problems such as online disinformation, hate speech and electoral interference, ...",,misinformation,China,4/2/20,5/2/20,0.3732118,599
The Law and Science of Climate Change Attribution,https://climate.law.columbia.edu/sites/default/files/content/docs/The%20Law%20and%20Science%20of%20Climate%20Change%20Attribution_Burger%2C%20Wentz%20%26%20Horton.pdf,"Feb 5, 2020 ... 2016 focused on Chinese emissions and found that China ... Law: Tort Law as a Risk Regulation Mechanism, 9 EUR. J. RISK ... warming/fight-misinformation/climate ...",,misinformation,China,4/2/20,5/2/20,0.30323806,600
"MEDIA FREEDOM, REGULATION AND TRUST",https://rm.coe.int/cyprus-2020-new-media/16809a524f,"Feb 5, 2020 ... embark on regulatory reforms. 1. INTRODUCTION AND OVERVIEW. In response to problems such as online disinformation, hate speech and electoral interference, ...",,misinformation,China,5/2/20,6/2/20,0.3732118,601
Legal Alert,https://www.bakermckenzie.com/-/media/files/insight/publications/2020/02/coronavirus-crisis-management-through-force-majeure.pdf,"Feb 7, 2020 ... In civil law systems such as Taiwan (Thailand,. Japan, China and others), as described above, the Civil Code provides protection under certain circumstances ...",,misinformation,China,6/2/20,7/2/20,0.33082384,602
Legal Alert,https://www.bakermckenzie.com/-/media/files/insight/publications/2020/02/coronavirus-crisis-management-through-force-majeure.pdf,"Feb 7, 2020 ... In civil law systems such as Taiwan (Thailand,. Japan, China and others), as described above, the Civil Code provides protection under certain circumstances ...",,misinformation,China,7/2/20,8/2/20,0.33082384,603
ANTITRUST IN ATTENTION MARKETS: OBJECTIONS AND ...,https://digitalcommons.law.scu.edu/cgi/viewcontent.cgi?article=2888&context=lawreview,"Feb 9, 2020 ... Cherry provided excellent research assistance. Page 3. 744. SANTA CLARA LAW REVIEW. [Vol:59. 1.",,misinformation,China,8/2/20,9/2/20,0.33301395,604
ANTITRUST IN ATTENTION MARKETS: OBJECTIONS AND ...,https://digitalcommons.law.scu.edu/cgi/viewcontent.cgi?article=2888&context=lawreview,"Feb 9, 2020 ... Cherry provided excellent research assistance. Page 3. 744. SANTA CLARA LAW REVIEW. [Vol:59. 1.",,misinformation,China,9/2/20,10/2/20,0.33301395,605
"FAKE NEWS, FREE SPEECH AND FINDING CONSTITUTIONAL ...",https://journalsonline.academypublishing.org.sg/Journals/Singapore-Academy-of-Law-Journal/Current-Issue/ctl/eFirstSALPDFJournalView/mid/494/ArticleId/1496/Citation/JournalsOnlinePDF,"Feb 14, 2020 ... misinformation.21 Despite assurances by the Law ... ahead for the regulation of fake news in Singapore. ... ” South China Morning Post (20 April 2018). 100 ...",,misinformation,China,13/2/20,14/2/20,0.33649242,606
Artificially Intelligent and Free to Monopolize: A New Threat to ...,https://digitalcommons.wcl.american.edu/cgi/viewcontent.cgi?article=1994&context=auilr,"Feb 13, 2020 ... cartels-laws-and-regulations/china#chaptercontent3 (last visited Jan. 20, 2019). 122. See generally Memorandum of Understanding on Antitrust Cooperation.",,misinformation,China,13/2/20,14/2/20,0.35976362,607
"FAKE NEWS, FREE SPEECH AND FINDING CONSTITUTIONAL ...",https://journalsonline.academypublishing.org.sg/Journals/Singapore-Academy-of-Law-Journal/Current-Issue/ctl/eFirstSALPDFJournalView/mid/494/ArticleId/1496/Citation/JournalsOnlinePDF,"Feb 14, 2020 ... misinformation.21 Despite assurances by the Law ... ahead for the regulation of fake news in Singapore. ... ” South China Morning Post (20 April 2018). 100 ...",,misinformation,China,14/2/20,15/2/20,0.33649242,608
"HATE SPEECH, INFORMATION DISORDER, AND CONFLICT",https://s3.amazonaws.com/ssrc-cdn1/crmuploads/new_publication_3/the-field-of-disinformation-democratic-processes-and-conflict-prevention-a-scan-of-the-literature.pdf,"Feb 15, 2020 ... Legal and regulatory studies have been concerned with defining ... “Wenming Bu Wenming: The. Socialization of Incivility in Postdigital China ... “Misinformation, ...",,misinformation,China,14/2/20,15/2/20,0.32867798,609
Effects of misleading media coverage on public health crisis: a case ...,https://scholar.archive.org/work/2ouojgjnifds5fbfaa65pomffe/access/wayback/https://www.tandfonline.com/doi/pdf/10.1080/13032917.2020.1730621?needAccess=true,"Feb 16, 2020 ... undue stress upon Chinese individuals living outside China ... individuals of Chinese descent outside mainland China. ... His current research lies in Human Rights ...",,misinformation,China,15/2/20,16/2/20,0.46792024,610
"HATE SPEECH, INFORMATION DISORDER, AND CONFLICT",https://s3.amazonaws.com/ssrc-cdn1/crmuploads/new_publication_3/the-field-of-disinformation-democratic-processes-and-conflict-prevention-a-scan-of-the-literature.pdf,"Feb 15, 2020 ... Legal and regulatory studies have been concerned with defining ... “Wenming Bu Wenming: The. Socialization of Incivility in Postdigital China ... “Misinformation, ...",,misinformation,China,15/2/20,16/2/20,0.32867798,611
Effects of misleading media coverage on public health crisis: a case ...,https://scholar.archive.org/work/2ouojgjnifds5fbfaa65pomffe/access/wayback/https://www.tandfonline.com/doi/pdf/10.1080/13032917.2020.1730621?needAccess=true,"Feb 16, 2020 ... undue stress upon Chinese individuals living outside China ... individuals of Chinese descent outside mainland China. ... His current research lies in Human Rights ...",,misinformation,China,16/2/20,17/2/20,0.46792024,612
Persuade or Perish: Addressing Gaps in the U.S. Posture to ...,https://extremism.gwu.edu/sites/g/files/zaxdzs5746/files/Ingram%20Persuade%20or%20Perish.pdf,"Feb 19, 2020 ... propaganda and disinformation threats 68 that included amendments to legislation ... China Uses Twitter and Facebook to Share Disinformation About Hong Kong',.",,misinformation,China,18/2/20,19/2/20,0.30351168,613
Persuade or Perish: Addressing Gaps in the U.S. Posture to ...,https://extremism.gwu.edu/sites/g/files/zaxdzs5746/files/Ingram%20Persuade%20or%20Perish.pdf,"Feb 19, 2020 ... propaganda and disinformation threats 68 that included amendments to legislation ... China Uses Twitter and Facebook to Share Disinformation About Hong Kong',.",,misinformation,China,19/2/20,20/2/20,0.30351168,614
Viral Lies: Misinformation and the Coronavirus March 2020,https://www.article19.org/wp-content/uploads/2020/03/Coronavirus-final.pdf,"Mar 2, 2020 ... Viral Lies: Misinformation and the ... China in December 2019. As of 6. March 2020 ... human rights law, some states have also spread disinformation and propaganda ...",,misinformation,China,1/3/20,2/3/20,0.51471925,615
Viral Lies: Misinformation and the Coronavirus March 2020,https://www.article19.org/wp-content/uploads/2020/03/Coronavirus-final.pdf,"Mar 2, 2020 ... Viral Lies: Misinformation and the ... China in December 2019. As of 6. March 2020 ... human rights law, some states have also spread disinformation and propaganda ...",,misinformation,China,2/3/20,3/3/20,0.51471925,616
